orderid,orderdate,ordertime,deliverytimeminutes,orderstatus,paymentmethod,customerid,customer_name,customer_city,restaurantid,restaurant_name,restaurant_city,cuisine,item_total_price,foodcost,deliveryfee,discount,couponcode,campaignname,gst,order_final_amount,customerrating,deliveryrating,foodrating,review,sentiment,temperature,rainfall,weathercondition
111534,2024-04-26,15:56:00,29,Delivered,Cash on Delivery,9555.0,Forum Purohit,Indore,895.0,Urban House,Lucknow,Continental,,335.0,40.0,0.0,,,16.75,391.75,3.0,4.0,3.0,"Food was okay, nothing special.",Neutral,31.8,1.7,Rainy
111535,2024-02-25,20:51:00,24,Delivered,Credit Card,10103.0,Brinda Chauhan,Vadodara,346.0, Green Kitchen  ,Nashik,Pizza,,369.0,20.0,73.8,ZOMV6ZWQ,Late Night Cravings,18.45,333.65,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,11.3,0.0,Cloudy
111536,2024-01-11,13:21:00,39,Delivered,Cash on Delivery,3922.0,Amrita Raju,Nashik,346.0, Green Kitchen  ,Nashik,Pizza,,578.0,0.0,0.0,,,28.9,606.9,4.0,4.0,4.0,Great food and fast delivery!,Positive,,,
111538,2023-10-05,23:09:00,35,Delivered,Debit Card,5257.0,Advaith Prabhakar,Ludhiana,1146.0,Golden Cafe,Lucknow,Healthy Food,,519.0,0.0,0.0,,,25.95,544.95,,2.0,3.0,Average experience.,Neutral,,,
111540,2024-01-27,20:34:00,34,Delivered,Debit Card,8438.0,Falguni Chokshi,Jaipur,1048.0,Grand Corner,Bhopal,Pizza,,368.0,40.0,0.0,,,18.4,426.4,3.0,3.0,4.0,,Neutral,,,
111541,2023-08-06,14:14:00,17,Delivered,Cash on Delivery,5132.0,Naksh Suri,Nagpur,725.0,Tasty Treats,Lucknow,Thai,,335.0,25.0,33.5,ZOM6BD11,Weekend Bonanza,16.75,343.25,5.0,5.0,4.0,"Loved the taste, will order again.",Positive,,,
111543,2024-12-01,01:18:00,43,Delivered,Debit Card,10981.0,Vinaya Lanka,Bhopal,551.0,Green Bites,Jaipur,Street Food,,492.0,0.0,0.0,,,24.6,516.6,,,,,,,,
111544,2023-03-26,09:45:00,32,Delivered,Debit Card,7782.0,Pushti Mody,Jaipur,985.0,Blue Point,Lucknow,Burgers,,60.0,20.0,0.0,,,3.0,83.0,2.0,3.0,1.0,Wrong item delivered.,Negative,37.3,7.2,Clear
111546,2024-04-16,12:59:00,41,Delivered,UPI,5937.0,Samaksh Yogi,Hyderabad,1085.0,Curry Cafe,Lucknow,Pizza,,531.0,40.0,53.1,ZOM64Z2V,Great Indian Food Fest,26.55,544.45,5.0,4.0,4.0,Amazing experience overall.,Positive,,,
111547,2023-11-24,12:25:00,32,Delivered,Debit Card,2806.0,Amrita Das,Raipur,179.0,The Point,Bhubaneswar,Desserts,,138.0,49.0,0.0,,,6.9,193.9,,,,,,24.7,13.2,Clear
111547,2023-11-24,12:25:00,32,Delivered,Debit Card,2806.0,Amrita Das,Raipur,179.0,The Point,Bhubaneswar,Desserts,,138.0,49.0,0.0,,,6.9,193.9,,,,,,18.1,0.0,Clear
111548,2024-07-25,21:00:00,48,Delivered Late,Net Banking,1553.0,Gavin Prashad,Vadodara,223.0,Green Diner,Surat,North Indian,,441.0,20.0,0.0,,,22.05,483.05,4.0,4.0,5.0,Best biryani in town!,Positive,18.7,275.6,Cloudy
111551,2023-07-13,11:16:00,34,Delivered,Cash on Delivery,2012.0,Banjeet Banerjee,Indore,919.0,Urban Treats,Jaipur,Pizza,,333.0,40.0,0.0,,,16.65,389.65,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,28.1,3.6,Clear
111551,2023-07-13,11:16:00,34,Delivered,Cash on Delivery,2012.0,Banjeet Banerjee,Indore,919.0,Urban Treats,Jaipur,Pizza,,333.0,40.0,0.0,,,16.65,389.65,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,25.1,31.1,Foggy
111551,2023-07-13,11:16:00,34,Delivered,Cash on Delivery,2012.0,Banjeet Banerjee,Indore,919.0,Urban Treats,Jaipur,Pizza,,333.0,40.0,0.0,,,16.65,389.65,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,27.1,0.0,Clear
111551,2023-07-13,11:16:00,34,Delivered,Cash on Delivery,2012.0,Banjeet Banerjee,Indore,919.0,Urban Treats,Jaipur,Pizza,,333.0,40.0,0.0,,,16.65,389.65,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,27.1,0.0,Humid
111552,2024-11-26,16:05:00,33,Delivered,Wallet,4287.0,Harinakshi Chana,Lucknow,13.0,Blue Hub,Indore,South Indian,,381.0,30.0,0.0,,,19.05,430.05,5.0,5.0,5.0,Best biryani in town!,Positive,20.2,13.1,Foggy
111552,2024-11-26,16:05:00,33,Delivered,Wallet,4287.0,Harinakshi Chana,Lucknow,13.0,Blue Hub,Indore,South Indian,,381.0,30.0,0.0,,,19.05,430.05,5.0,5.0,5.0,Best biryani in town!,Positive,26.0,35.3,Cloudy
111553,2023-01-28,18:28:00,24,Delivered,Cash on Delivery,767.0,Falan Tara,Ludhiana,420.0,The Grill,Ludhiana,Burgers,,226.0,0.0,0.0,,,11.3,237.3,5.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,22.7,2.3,Clear
111556,2024-09-03,20:58:00,47,Delivered,Debit Card,7929.0,Balveer Srinivasan,Chennai,52.0,Urban Point,Bhopal,Pizza,,458.0,30.0,0.0,,,22.9,510.9,,,,,,19.2,263.9,Clear
111557,2024-01-30,12:26:00,26,Delivered,Debit Card,8241.0,Lavanya Bansal,Chennai,1194.0,CURRY KITCHEN,Visakhapatnam,Burgers,,233.0,49.0,0.0,,,11.65,293.65,,,,,,,,
111559,2024-01-18,21:49:00,78,Delivered Late,Net Banking,11540.0,Om Borra,Patna,195.0,Urban Bites,Jaipur,BBQ,,446.0,25.0,89.2,ZOMGJACH,Republic Day Offer,22.3,404.1,,,,,,,,
111560,2023-05-08,12:32:00,35,Delivered,UPI,11691.0,Charita Issac,Visakhapatnam,920.0,Urban Kitchen,Kochi,Italian,,334.0,25.0,0.0,,,16.7,375.7,,1.0,3.0,Quality was not up to the mark.,Negative,,,
111561,2023-03-26,13:41:00,32,Delivered,Credit Card,3688.0,Sachi Bhandari,Bengaluru,1097.0,Curry Point,Guwahati,BBQ,,517.0,49.0,0.0,,,25.85,591.85,4.0,5.0,4.0,Amazing experience overall.,Positive,,,
111562,2024-10-04,21:39:00,51,Delivered,Debit Card,3762.0,Yashoda Gandhi,Surat,341.0,Curry House,Ahmedabad,Street Food,,515.0,0.0,0.0,,,25.75,540.75,1.0,2.0,1.0,Wrong item delivered.,Negative,20.6,0.0,Foggy
111562,2024-10-04,21:39:00,51,Delivered,Debit Card,3762.0,Yashoda Gandhi,Surat,341.0,Curry House,Ahmedabad,Street Food,,515.0,0.0,0.0,,,25.75,540.75,1.0,2.0,1.0,Wrong item delivered.,Negative,36.3,3.9,Stormy
111562,2024-10-04,21:39:00,51,Delivered,Debit Card,3762.0,Yashoda Gandhi,Surat,341.0,Curry House,Ahmedabad,Street Food,,515.0,0.0,0.0,,,25.75,540.75,1.0,2.0,1.0,Wrong item delivered.,Negative,22.0,57.3,Humid
111563,2023-06-23,18:43:00,37,Delivered,Credit Card,2277.0,Arjun Dube,Chandigarh,566.0,Tasty Treats,Ahmedabad,Fast Food,,179.0,20.0,89.5,ZOMC4E2K,First Order Free Delivery,8.95,118.45,,,,,,23.7,0.0,Humid
111565,2024-10-19,18:13:00,28,Delivered,Credit Card,999.0,Vedhika Bains,Raipur,724.0,Golden Diner,Mumbai,BBQ,,355.0,49.0,106.5,ZOM49WHX,First Order Free Delivery,17.75,315.25,3.0,2.0,3.0,,Neutral,,,
111566,2024-07-13,10:52:00,31,Delivered,UPI,11866.0,Mitali Som,Nagpur,560.0,Grand Kitchen,Delhi,Seafood,,469.0,0.0,0.0,,,23.45,492.45,,,,,,,,
111568,2023-01-06,12:47:00,32,Delivered,Wallet,9658.0,Hiral Wali,Jaipur,134.0,Curry Corner,Ludhiana,South Indian,,514.0,40.0,0.0,,,25.7,579.7,5.0,5.0,5.0,Amazing experience overall.,Positive,,,
111570,2023-05-09,21:00:00,37,Delivered,Credit Card,4871.0,Urvashi Dani,Bhopal,1194.0,CURRY KITCHEN,Visakhapatnam,Burgers,,325.0,40.0,0.0,,,16.25,381.25,,,,,,35.2,,Clear
111571,2024-03-22,13:23:00,45,Delivered Late,Net Banking,7872.0,Anya Singh,Patna,902.0,The House,Jaipur,Burgers,,376.0,49.0,0.0,,,18.8,443.8,,,,,,,,
111573,2024-11-30,16:11:00,37,Delivered,Cash on Delivery,2660.0,Lavanya Sagar,Pune,890.0,Royal Kitchen,Chandigarh,Mexican,,542.0,25.0,216.8,ZOMNKSNS,New User Special,27.1,377.3,5.0,4.0,4.0,Great food and fast delivery!,Positive,26.5,47.8,Rainy
111574,2023-05-11,12:30:00,26,Delivered,Debit Card,6237.0,Michael Karpe,Nashik,961.0,Spicy Diner,Indore,Pizza,,258.0,30.0,0.0,,,12.9,300.9,,,,,,24.0,3.5,Rainy
111576,2023-09-10,13:24:00,38,Delivered,Credit Card,10166.0,Rajata Dugal,Coimbatore,,,,,,441.0,0.0,66.15,ZOMV49ZD,First Order Free Delivery,22.05,396.9,2.0,2.0,1.0,,Negative,,,
111577,2023-07-13,17:05:00,53,Delivered,Credit Card,769.0,Girik Nath,Visakhapatnam,395.0,Royal Grill,Bhubaneswar,Pizza,,539.0,30.0,161.7,ZOMRS384,Payday Delight,26.95,434.25,5.0,5.0,4.0,Best biryani in town!,Positive,,,
111579,2023-10-20,22:26:00,34,Delivered,Wallet,4103.0,Quincy Goel,Vadodara,1078.0,Green House,Chennai,Thai,,513.0,0.0,256.5,ZOMMU60P,Payday Delight,25.65,282.15,,,,,,29.3,48.4,Clear
111579,2023-10-20,22:26:00,34,Delivered,Wallet,4103.0,Quincy Goel,Vadodara,1078.0,Green House,Chennai,Thai,,513.0,0.0,256.5,ZOMMU60P,Payday Delight,25.65,282.15,,,,,,29.4,3.9,Cloudy
111580,2023-01-29,14:24:00,40,Delivered,Wallet,8699.0,Rohan Chaudhary,Nashik,946.0,The House,Kolkata,Seafood,,446.0,25.0,0.0,,,22.3,493.3,5.0,5.0,4.0,Amazing experience overall.,Positive,22.4,16.5,Humid
111580,2023-01-29,14:24:00,40,Delivered,Wallet,8699.0,Rohan Chaudhary,Nashik,946.0,The House,Kolkata,Seafood,,446.0,25.0,0.0,,,22.3,493.3,5.0,5.0,4.0,Amazing experience overall.,Positive,15.9,0.0,Clear
111581,2024-07-15,20:04:00,36,Delivered,Wallet,3027.0,Naksh Lal,Patna,686.0,Golden Point,Ludhiana,North Indian,,304.0,25.0,30.4,ZOMKA2ZX,Mega Cashback Week,15.2,313.8,2.0,1.0,2.0,Food arrived cold and late.,Negative,24.6,62.6,Cloudy
111581,2024-07-15,20:04:00,36,Delivered,Wallet,3027.0,Naksh Lal,Patna,686.0,Golden Point,Ludhiana,North Indian,,304.0,25.0,30.4,ZOMKA2ZX,Mega Cashback Week,15.2,313.8,2.0,1.0,2.0,Food arrived cold and late.,Negative,29.6,69.4,Humid
111581,2024-07-15,20:04:00,36,Delivered,Wallet,3027.0,Naksh Lal,Patna,686.0,Golden Point,Ludhiana,North Indian,,304.0,25.0,30.4,ZOMKA2ZX,Mega Cashback Week,15.2,313.8,2.0,1.0,2.0,Food arrived cold and late.,Negative,22.4,1.0,Clear
111581,2024-07-15,20:04:00,36,Delivered,Wallet,3027.0,Naksh Lal,Patna,686.0,Golden Point,Ludhiana,North Indian,,304.0,25.0,30.4,ZOMKA2ZX,Mega Cashback Week,15.2,313.8,2.0,1.0,2.0,Food arrived cold and late.,Negative,28.8,0.0,Clear
111583,2024-08-30,14:08:00,33,Delivered,Debit Card,2463.0,Gaurika Madan,Chennai,586.0,Blue Kitchen,Kochi,Italian,,303.0,30.0,0.0,,,15.15,348.15,5.0,4.0,5.0,"Loved the taste, will order again.",Positive,,,
111584,2023-05-18,13:30:00,40,Delivered,Wallet,65.0,Dhriti Sanghvi,Indore,1124.0,Spicy Bites,Indore,Desserts,,452.0,49.0,0.0,,,22.6,523.6,,,,,,33.8,10.1,Cloudy
111584,2023-05-18,13:30:00,40,Delivered,Wallet,65.0,Dhriti Sanghvi,Indore,1124.0,Spicy Bites,Indore,Desserts,,452.0,49.0,0.0,,,22.6,523.6,,,,,,34.7,13.5,Cloudy
111585,2023-11-02,13:10:00,28,Delivered,Cash on Delivery,2640.0,Ishani Kade,Guwahati,497.0,Urban Diner,Coimbatore,Biryani,,457.0,30.0,0.0,,,22.85,509.85,1.0,1.0,1.0,Delivery took way too long.,Negative,28.9,0.0,Clear
111587,2024-10-30,13:52:00,44,Delivered,Credit Card,2092.0,Chatresh Kohli,Bhubaneswar,535.0,Curry Cafe,Ahmedabad,South Indian,,358.0,25.0,53.7,ZOMKDRUK,Republic Day Offer,17.9,347.2,3.0,2.0,2.0,Average experience.,Neutral,27.2,2.4,Cloudy
111588,2023-07-04,13:01:00,23,Delivered,Debit Card,1047.0,Sudiksha Khatri,Jaipur,688.0,The Bites,Bhubaneswar,Continental,,175.0,49.0,0.0,,,8.75,232.75,2.0,3.0,2.0,Wrong item delivered.,Negative,,,
111589,2024-07-20,13:24:00,40,Delivered,Credit Card,4654.0,Abdul Dalal,Mumbai,72.0,GRAND TREATS,Hyderabad,South Indian,,173.0,40.0,0.0,,,8.65,221.65,2.0,2.0,1.0,Food arrived cold and late.,Negative,30.8,0.0,Rainy
111591,2023-10-24,12:31:00,23,Delivered,Net Banking,8728.0,Udarsh Toor,Jaipur,194.0,Tasty Diner,Pune,Italian,,398.0,20.0,0.0,,,19.9,,3.0,4.0,2.0,Delivery was on time but food was mediocre.,Neutral,,,
111592,2024-11-06,14:46:00,26,Delivered,Wallet,4006.0,sathvik nagy,Pune,639.0,Blue Grill,Bhubaneswar,Seafood,,430.0,25.0,0.0,,,21.5,476.5,2.0,2.0,2.0,Delivery took way too long.,Negative,23.8,12.5,Stormy
111593,2023-03-04,19:40:00,60,Delivered Late,Cash on Delivery,9290.0,Pushti Dass,Bhopal,595.0,Green Bites,Ludhiana,Fast Food,,462.0,40.0,138.6,ZOMRQDS6,App Exclusive Deal,23.1,386.5,5.0,4.0,5.0,"Loved the taste, will order again.",Positive,38.2,0.0,Cloudy
111593,2023-03-04,19:40:00,60,Delivered Late,Cash on Delivery,9290.0,Pushti Dass,Bhopal,595.0,Green Bites,Ludhiana,Fast Food,,462.0,40.0,138.6,ZOMRQDS6,App Exclusive Deal,23.1,386.5,5.0,4.0,5.0,"Loved the taste, will order again.",Positive,30.9,4.2,Clear
111595,2024-12-02,20:42:00,40,Delivered,Wallet,10889.0,Niharika Suri,Guwahati,,,,,,703.0,25.0,0.0,,,35.15,763.15,,,,,,,,
111596,2023-12-17,01:40:00,35,Delivered,UPI,1333.0,Girik Sahota,Vadodara,1092.0,Golden Point,Coimbatore,Fast Food,,700.0,49.0,0.0,,,35.0,784.0,2.0,1.0,2.0,Very disappointed with the service.,Negative,16.8,0.0,Clear
111596,2023-12-17,01:40:00,35,Delivered,UPI,1333.0,Girik Sahota,Vadodara,1092.0,Golden Point,Coimbatore,Fast Food,,700.0,49.0,0.0,,,35.0,784.0,2.0,1.0,2.0,Very disappointed with the service.,Negative,14.9,0.0,Foggy
111596,2023-12-17,01:40:00,35,Delivered,UPI,1333.0,Girik Sahota,Vadodara,1092.0,Golden Point,Coimbatore,Fast Food,,700.0,49.0,0.0,,,35.0,784.0,2.0,1.0,2.0,Very disappointed with the service.,Negative,17.7,1.8,Humid
111596,2023-12-17,01:40:00,35,Delivered,UPI,1333.0,Girik Sahota,Vadodara,1092.0,Golden Point,Coimbatore,Fast Food,,700.0,49.0,0.0,,,35.0,784.0,2.0,1.0,2.0,Very disappointed with the service.,Negative,18.9,0.0,Clear
111596,2023-12-17,01:40:00,35,Delivered,UPI,1333.0,Girik Sahota,Vadodara,1092.0,Golden Point,Coimbatore,Fast Food,,700.0,49.0,0.0,,,35.0,784.0,2.0,1.0,2.0,Very disappointed with the service.,Negative,11.6,4.1,Clear
111598,2024-12-12,13:35:00,40,Delivered,Credit Card,5014.0,Rayaan Wable,Raipur,686.0,Golden Point,Ludhiana,North Indian,,365.0,0.0,109.5,ZOM4Q00X,Payday Delight,18.25,273.75,4.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,17.5,0.0,Clear
111599,2023-09-07,10:30:00,50,Delivered,Cash on Delivery,7444.0,Upma Nagarajan,Pune,146.0,Golden Bites,Jaipur,North Indian,,271.0,0.0,0.0,,,13.55,284.55,4.0,5.0,4.0,Best biryani in town!,Positive,21.5,0.0,Cloudy
111599,2023-09-07,10:30:00,50,Delivered,Cash on Delivery,7444.0,Upma Nagarajan,Pune,146.0,Golden Bites,Jaipur,North Indian,,271.0,0.0,0.0,,,13.55,284.55,4.0,5.0,4.0,Best biryani in town!,Positive,27.4,92.0,Clear
111600,2024-02-29,12:55:00,43,Delivered,Credit Card,6303.0,NIDHI IYENGAR,Ludhiana,1171.0,Green Diner,Surat,BBQ,,547.0,0.0,136.75,ZOM7HWRZ,Payday Delight,27.35,437.6,,,,,,21.6,0.0,Rainy
111600,2024-02-29,12:55:00,43,Delivered,Credit Card,6303.0,NIDHI IYENGAR,Ludhiana,1171.0,Green Diner,Surat,BBQ,,547.0,0.0,136.75,ZOM7HWRZ,Payday Delight,27.35,437.6,,,,,,14.6,0.2,Clear
111602,2024-10-27,18:14:00,23,Delivered,Net Banking,9103.0,Oeshi Bedi,Ahmedabad,1041.0,Tasty Bites,Ahmedabad,Chinese,,412.0,30.0,0.0,,,20.6,462.6,3.0,4.0,4.0,Delivery was on time but food was mediocre.,Neutral,,,
111603,2023-05-22,14:17:00,25,Delivered,Debit Card,10900.0,Wridesh Luthra,Chennai,,,,,,290.0,49.0,0.0,,,14.5,353.5,2.0,1.0,1.0,Very disappointed with the service.,Negative,,,
111604,2024-08-18,22:18:00,68,Delivered Late,UPI,8581.0,Akshay Patla,Delhi,1028.0,Tasty Point,Mumbai,Sushi,,197.0,20.0,59.1,ZOMU6LYF,Republic Day Offer,9.85,167.75,3.0,3.0,4.0,Average experience.,Neutral,,,
111608,2023-01-13,18:28:00,18,Delivered,Credit Card,199.0,GARIMA PATEL,Jaipur,989.0,Golden Diner,Guwahati,South Indian,,454.0,25.0,0.0,,,22.7,501.7,,3.0,3.0,Best biryani in town!,Positive,13.4,0.0,Cloudy
111609,2023-08-11,09:49:00,28,Delivered,UPI,7678.0,Chakradev Chaudhary,Chandigarh,1048.0,Grand Corner,Bhopal,Pizza,,525.0,49.0,0.0,,,26.25,600.25,5.0,4.0,4.0,Best biryani in town!,Positive,,,
111610,2023-10-11,20:31:00,33,Delivered,Wallet,2994.0,Unni Varma,Indore,115.0,Curry Diner,Kochi,Continental,,182.0,20.0,18.2,ZOMMMJAQ,App Exclusive Deal,9.1,192.9,,,,,,,,
111611,2024-09-13,21:13:00,37,Delivered,Cash on Delivery,5922.0,Bhavani Kale,Chandigarh,784.0,Royal Kitchen,Ahmedabad,Mexican,,455.0,30.0,182.0,ZOMPY36Z,Mega Cashback Week,22.75,325.75,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,29.9,38.0,Clear
111611,2024-09-13,21:13:00,37,Delivered,Cash on Delivery,5922.0,Bhavani Kale,Chandigarh,784.0,Royal Kitchen,Ahmedabad,Mexican,,455.0,30.0,182.0,ZOMPY36Z,Mega Cashback Week,22.75,325.75,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,35.5,41.1,Clear
111612,2024-02-27,11:42:00,47,Delivered Late,Net Banking,269.0,Prisha Nadig,Kolkata,21.0,Tasty Treats,Bhopal,Mexican,,436.0,49.0,0.0,,,21.8,506.8,2.0,1.0,2.0,Food arrived cold and late.,Negative,,,
111613,2023-01-20,19:09:00,13,Delivered,UPI,10883.0,Mekhala Seth,Chandigarh,102.0,The Point,Bhubaneswar,Mughlai,,253.0,49.0,0.0,,,12.65,314.65,4.0,4.0,3.0,"Loved the taste, will order again.",Positive,,,
111614,2024-05-07,05:50:00,21,Delivered,Wallet,2043.0,Vamakshi Ahluwalia,Mumbai,947.0,Grand Cafe,Chennai,North Indian,,452.0,20.0,0.0,,,22.6,494.6,4.0,4.0,3.0,,Positive,,,
111615,2023-06-03,22:56:00,40,Delivered,Debit Card,3055.0,Noah Sahni,Nagpur,885.0,Curry Point,Ludhiana,BBQ,,266.0,25.0,0.0,,,13.3,304.3,2.0,3.0,1.0,Very disappointed with the service.,Negative,26.1,666.7,Clear
111616,2023-02-27,13:13:00,37,Delivered,Cash on Delivery,7079.0,Ekavir Misra,Lucknow,343.0,The Grill,Ludhiana,North Indian,,236.0,30.0,47.2,ZOME7MWR,Festive Feast,11.8,230.6,1.0,1.0,2.0,Order was incomplete.,Negative,,,
111617,2024-12-30,07:11:00,43,Delivered,Cash on Delivery,4296.0,Bakhshi Oommen,Chandigarh,446.0,Tasty Diner,Kolkata,Healthy Food,,70.0,40.0,0.0,,,3.5,113.5,,,,,,20.9,1.5,Humid
111618,2023-10-22,18:28:00,35,Delivered,Credit Card,6655.0,Deepa Chahal,Raipur,57.0,Green Bites,Bengaluru,North Indian,,490.0,30.0,147.0,ZOMYHH9J,Festive Feast,24.5,397.5,4.0,3.0,4.0,Amazing experience overall.,Positive,,,
111620,2024-05-06,19:45:00,37,Delivered,Debit Card,2109.0,Chandani Dalal,Ahmedabad,964.0,Blue Point,Jaipur,Burgers,,296.0,20.0,0.0,,,14.8,330.8,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,37.8,15.4,Foggy
111621,2024-09-06,12:41:00,30,Delivered,UPI,1858.0,Mohammed Narayanan,Kochi,1185.0,GOLDEN CORNER,Coimbatore,Pizza,,214.0,25.0,42.8,ZOMMUY0F,First Order Free Delivery,10.7,206.9,1.0,1.0,2.0,Wrong item delivered.,Negative,,,
111622,2024-04-02,19:40:00,32,Delivered,Net Banking,5128.0,aarna raval,Lucknow,554.0,Spicy Kitchen,Jaipur,Mughlai,,665.0,49.0,0.0,,,33.25,747.25,5.0,5.0,4.0,Delivery partner was very polite.,Positive,38.7,18.3,Cloudy
111625,2024-07-21,05:14:00,22,Delivered,Wallet,3053.0,Udant Sankar,Jaipur,1045.0,Spicy Treats,Bhopal,Pizza,,578.0,40.0,0.0,,,28.9,646.9,2.0,2.0,2.0,Quality was not up to the mark.,Negative,23.7,0.0,Stormy
111625,2024-07-21,05:14:00,22,Delivered,Wallet,3053.0,Udant Sankar,Jaipur,1045.0,Spicy Treats,Bhopal,Pizza,,578.0,40.0,0.0,,,28.9,646.9,2.0,2.0,2.0,Quality was not up to the mark.,Negative,28.8,87.6,Clear
111626,2023-07-29,20:55:00,27,Delivered,UPI,9086.0,Nitesh Karpe,Jaipur,,,,,,544.0,49.0,0.0,,,27.2,620.2,4.0,5.0,4.0,Great food and fast delivery!,Positive,,,
111627,2023-08-25,06:02:00,48,Delivered Late,Net Banking,3242.0,Dayita Arya,Chandigarh,569.0,Grand Cafe,Kochi,BBQ,,185.0,25.0,0.0,,,9.25,219.25,,,,,,27.7,0.0,Rainy
111628,2023-10-18,10:38:00,26,Delivered,Debit Card,1992.0,Amol Walia,Jaipur,304.0,Golden Grill,Coimbatore,Sushi,,358.0,40.0,71.6,ZOM74N3E,Great Indian Food Fest,17.9,344.3,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,24.7,12.9,Humid
111629,2024-06-21,09:48:00,37,Delivered,Wallet,584.0,Omkaar Peri,Chandigarh,882.0,Tasty Cafe,Surat,Healthy Food,,428.0,20.0,0.0,,,21.4,469.4,5.0,5.0,4.0,Great food and fast delivery!,Positive,,,
111630,2023-12-30,12:24:00,34,Delivered,Wallet,6929.0,Udyati Varughese,Vadodara,952.0,The Kitchen,Guwahati,Biryani,,517.0,25.0,0.0,,,25.85,567.85,4.0,5.0,4.0,Amazing experience overall.,Positive,19.9,3.2,Clear
111630,2023-12-30,12:24:00,34,Delivered,Wallet,6929.0,Udyati Varughese,Vadodara,952.0,The Kitchen,Guwahati,Biryani,,517.0,25.0,0.0,,,25.85,567.85,4.0,5.0,4.0,Amazing experience overall.,Positive,13.7,4.1,Cloudy
111631,2023-11-13,18:41:00,36,Delivered,Debit Card,2655.0,Ekbal Goswami,Bhubaneswar,219.0,The Bites,Chandigarh,Seafood,,122.0,40.0,24.4,ZOMUENYL,Festive Feast,6.1,143.7,3.0,4.0,4.0,"Food was okay, nothing special.",Neutral,26.2,0.0,Rainy
111632,2023-08-02,21:45:00,41,Delivered,Debit Card,9521.0,Bhavini Chatterjee,Nashik,446.0,Tasty Diner,Kolkata,Healthy Food,,392.0,30.0,0.0,,,19.6,441.6,4.0,3.0,4.0,Amazing experience overall.,Positive,,,
111634,2024-10-23,07:21:00,36,Delivered,Debit Card,642.0,Charita Acharya,Chandigarh,64.0,Urban Treats,Guwahati,BBQ,,582.0,49.0,0.0,,,29.1,660.1,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,,,
111635,2024-07-02,18:32:00,53,Delivered Late,Debit Card,3856.0,Alka Parmar,Visakhapatnam,143.0,The Cafe,Raipur,BBQ,,428.0,40.0,0.0,,,21.4,489.4,3.0,4.0,4.0,,Neutral,,,
111636,2023-05-25,18:38:00,89,Delivered Late,Credit Card,10689.0,Gaurang Dyal,Bhubaneswar,996.0,Blue Treats,Bhubaneswar,,,554.0,49.0,83.1,ZOMW91KF,Summer Splash,27.7,547.6,3.0,2.0,4.0,,Neutral,27.4,10.1,Humid
111638,2023-10-09,13:09:00,34,Delivered,Credit Card,9751.0,Agastya Sur,Mumbai,1027.0,Spicy House,Kolkata,Continental,,81.0,49.0,32.4,ZOML5M3K,Late Night Cravings,4.05,101.65,2.0,2.0,1.0,Food arrived cold and late.,Negative,34.8,0.0,Cloudy
111638,2023-10-09,13:09:00,34,Delivered,Credit Card,9751.0,Agastya Sur,Mumbai,1027.0,Spicy House,Kolkata,Continental,,81.0,49.0,32.4,ZOML5M3K,Late Night Cravings,4.05,101.65,2.0,2.0,1.0,Food arrived cold and late.,Negative,33.1,0.0,Humid
111638,2023-10-09,13:09:00,34,Delivered,Credit Card,9751.0,Agastya Sur,Mumbai,1027.0,Spicy House,Kolkata,Continental,,81.0,49.0,32.4,ZOML5M3K,Late Night Cravings,4.05,101.65,2.0,2.0,1.0,Food arrived cold and late.,Negative,21.5,22.2,Foggy
111639,2024-07-13,18:15:00,66,Delivered Late,Debit Card,4509.0,Ekiya Mandal,Mumbai,98.0,Blue Grill,Delhi,Chinese,,181.0,20.0,0.0,,,9.05,210.05,5.0,5.0,4.0,Delivery partner was very polite.,Positive,,,
111640,2024-08-25,19:23:00,45,Delivered,Debit Card,9372.0, Balvan Divan  ,Jaipur,350.0,Green Treats,Lucknow,Pizza,,260.0,40.0,0.0,,,13.0,313.0,3.0,4.0,3.0,,Neutral,,,
111641,2023-10-15,21:50:00,39,Delivered,Debit Card,9270.0,Aishani Sama,Bengaluru,671.0,Golden Treats,Kochi,Thai,,438.0,30.0,0.0,,,21.9,489.9,4.0,5.0,4.0,"Loved the taste, will order again.",Positive,33.8,39.9,Clear
111642,2024-02-14,10:10:00,90,Delivered Late,Cash on Delivery,2477.0,Sai Rajagopalan,Bhopal,901.0,Urban Grill,Bengaluru,Mughlai,,554.0,40.0,55.4,ZOMKA2ZX,Mega Cashback Week,27.7,566.3,4.0,3.0,4.0,Packaging was excellent and food was hot.,Positive,17.0,12.3,Clear
