orderid,orderdate,ordertime,deliverytimeminutes,orderstatus,paymentmethod,customerid,customer_name,customer_city,restaurantid,restaurant_name,restaurant_city,cuisine,item_total_price,foodcost,deliveryfee,discount,couponcode,campaignname,gst,order_final_amount,customerrating,deliveryrating,foodrating,review,sentiment,temperature,rainfall,weathercondition
111903,2024-02-08,14:24:00,34,Delivered,Cash on Delivery,537.0,Ekalinga Sarna,Bhopal,1185.0,GOLDEN CORNER,Coimbatore,Pizza,,490.0,49.0,49.0,ZOMSQ890,Festive Feast,24.5,514.5,3.0,2.0,2.0,Delivery was on time but food was mediocre.,Neutral,19.6,0.9,Cloudy
111904,2024-04-03,13:39:00,26,Cancelled,Cash on Delivery,6755.0,Warjas Kata,Visakhapatnam,713.0,The Point,Vadodara,Mughlai,,549.0,49.0,219.6,ZOMHX357,Festive Feast,27.45,405.85,,,,,,,,
111905,2023-05-22,03:52:00,27,Food Not Delivered,Wallet,3872.0,Faris Lanka,Mumbai,110.0,Royal Point,Ludhiana,Biryani,,501.0,40.0,75.15,ZOMV49ZD,First Order Free Delivery,25.05,490.9,5.0,4.0,5.0,Best biryani in town!,Positive,,,
111906,2024-08-24,22:50:00,22,Delivered,Net Banking,2234.0,Kalpit Luthra,Ahmedabad,,,,,,720.0,30.0,108.0,ZOM6B4AP,App Exclusive Deal,36.0,678.0,5.0,5.0,5.0,"Loved the taste, will order again.",Positive,,,
111907,2023-09-17,08:32:00,27,Food Not Delivered,Cash on Delivery,4636.0,Dhruv Mann,Raipur,879.0,Golden Kitchen,Bhubaneswar,South Indian,,350.0,30.0,0.0,,,17.5,397.5,2.0,1.0,2.0,Very disappointed with the service.,Negative,26.4,35.1,Cloudy
111907,2023-09-17,08:32:00,27,Food Not Delivered,Cash on Delivery,4636.0,Dhruv Mann,Raipur,879.0,Golden Kitchen,Bhubaneswar,South Indian,,350.0,30.0,0.0,,,17.5,397.5,2.0,1.0,2.0,Very disappointed with the service.,Negative,27.8,46.7,Cloudy
111908,2023-06-26,09:52:00,34,Food Not Delivered,Credit Card,10822.0,Aradhana Chana,Hyderabad,,,,,,242.0,20.0,0.0,,,12.1,274.1,5.0,4.0,5.0,Best biryani in town!,Positive,,,
111909,2023-01-06,17:01:00,31,Delivered,Net Banking,5767.0,Vritti Bedi,Coimbatore,807.0,Spicy Grill,Nagpur,Biryani,,528.0,25.0,105.6,ZOMZFH2D,Weekend Bonanza,26.4,473.8,,,,,,,,
111910,2023-09-05,14:13:00,35,Food Not Delivered,Cash on Delivery,6427.0,Kavya Sangha,Ahmedabad,898.0,Spicy Bites,Hyderabad,Continental,,238.0,49.0,95.2,ZOM85VXV,Festive Feast,11.9,203.7,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,31.6,0.0,Cloudy
111910,2023-09-05,14:13:00,35,Food Not Delivered,Cash on Delivery,6427.0,Kavya Sangha,Ahmedabad,898.0,Spicy Bites,Hyderabad,Continental,,238.0,49.0,95.2,ZOM85VXV,Festive Feast,11.9,203.7,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,26.7,59.1,Foggy
111911,2023-08-13,21:15:00,36,Delivered,Net Banking,3952.0,Wridesh Chada,Nashik,770.0,Urban Kitchen,Chandigarh,South Indian,,719.0,40.0,359.5,ZOMKXZZW,Republic Day Offer,35.95,435.45,1.0,1.0,1.0,Very disappointed with the service.,Negative,30.4,344.7,Clear
111911,2023-08-13,21:15:00,36,Delivered,Net Banking,3952.0,Wridesh Chada,Nashik,770.0,Urban Kitchen,Chandigarh,South Indian,,719.0,40.0,359.5,ZOMKXZZW,Republic Day Offer,35.95,435.45,1.0,1.0,1.0,Very disappointed with the service.,Negative,30.4,0.0,Cloudy
111912,2023-07-13,18:11:00,36,Cancelled,Debit Card,11976.0,Advay Hans,Mumbai,179.0,The Point,Bhubaneswar,Desserts,,471.0,0.0,235.5,ZOM9E56H,Great Indian Food Fest,23.55,259.05,,,,,,,,
111913,2024-02-19,10:16:00,26,Cancelled,Cash on Delivery,344.0,Warinder Sampath,Visakhapatnam,745.0,Curry Diner,Nagpur,North Indian,,258.0,25.0,129.0,ZOM3G9P3,Late Night Cravings,12.9,166.9,,,,,,19.7,0.2,Clear
111913,2024-02-19,10:16:00,26,Cancelled,Cash on Delivery,344.0,Warinder Sampath,Visakhapatnam,745.0,Curry Diner,Nagpur,North Indian,,258.0,25.0,129.0,ZOM3G9P3,Late Night Cravings,12.9,166.9,,,,,,15.5,0.0,Stormy
111913,2024-02-19,10:16:00,26,Cancelled,Cash on Delivery,344.0,Warinder Sampath,Visakhapatnam,745.0,Curry Diner,Nagpur,North Indian,,258.0,25.0,129.0,ZOM3G9P3,Late Night Cravings,12.9,166.9,,,,,,15.8,0.0,Rainy
111914,2024-06-15,10:25:00,77,Delivered Late,Debit Card,3168.0,Chaaya Chawla,Patna,441.0,The Treats,Nagpur,South Indian,,497.0,40.0,0.0,,,24.85,561.85,5.0,4.0,5.0,Packaging was excellent and food was hot.,Positive,30.2,23.0,Rainy
111915,2023-07-26,11:46:00,35,Delivered,Net Banking,4367.0,Diya Krishna,Hyderabad,670.0,Green Corner,Chennai,South Indian,,401.0,0.0,0.0,,,20.05,421.05,5.0,5.0,4.0,Delivery partner was very polite.,Positive,,,
111916,2023-04-04,23:37:00,46,Delivered,Cash on Delivery,3057.0,BANJEET MITTAL,Ludhiana,948.0,Royal Hub,Nashik,Street Food,,398.0,20.0,0.0,,,19.9,437.9,2.0,3.0,1.0,Quality was not up to the mark.,Negative,29.1,5.2,Cloudy
111916,2023-04-04,23:37:00,46,Delivered,Cash on Delivery,3057.0,BANJEET MITTAL,Ludhiana,948.0,Royal Hub,Nashik,Street Food,,398.0,20.0,0.0,,,19.9,437.9,2.0,3.0,1.0,Quality was not up to the mark.,Negative,34.3,3.0,Cloudy
111917,2023-04-03,11:20:00,31,Cancelled,UPI,663.0,Veda Ramachandran,Surat,120.0,Grand Treats,Lucknow,South Indian,,434.0,30.0,0.0,,,21.7,485.7,,,,,,32.1,,Clear
111918,2024-05-09,08:56:00,40,Delivered,Cash on Delivery,4644.0,Ayush Contractor,Jaipur,567.0,Urban Treats,Ahmedabad,Desserts,,162.0,49.0,81.0,ZOM5KTJY,First Order Free Delivery,8.1,138.1,2.0,1.0,3.0,Order was incomplete.,Negative,32.7,1.1,Humid
111918,2024-05-09,08:56:00,40,Delivered,Cash on Delivery,4644.0,Ayush Contractor,Jaipur,567.0,Urban Treats,Ahmedabad,Desserts,,162.0,49.0,81.0,ZOM5KTJY,First Order Free Delivery,8.1,138.1,2.0,1.0,3.0,Order was incomplete.,Negative,33.1,38.6,Clear
111919,2024-08-30,04:46:00,61,Delivered Late,UPI,2705.0,Tripti Balakrishnan,Surat,496.0,Green Treats,Guwahati,Burgers,,69.0,25.0,17.25,ZOMNURM3,Summer Splash,3.45,80.2,3.0,3.0,3.0,"Food was okay, nothing special.",Neutral,26.5,152.2,Cloudy
111920,2023-04-22,18:52:00,35,Cancelled,Wallet,3049.0,Quincy Grewal,Jaipur,340.0,Green Diner,Chandigarh,Desserts,,433.0,0.0,129.9,ZOM7HZUQ,Weekend Bonanza,21.65,324.75,,,,,,30.0,5.1,Cloudy
111920,2023-04-22,18:52:00,35,Cancelled,Wallet,3049.0,Quincy Grewal,Jaipur,340.0,Green Diner,Chandigarh,Desserts,,433.0,0.0,129.9,ZOM7HZUQ,Weekend Bonanza,21.65,324.75,,,,,,33.8,0.7,Humid
111921,2024-03-10,15:30:00,46,Food Not Delivered,Cash on Delivery,5635.0,Lohit Khare,Indore,575.0,Blue Cafe,Ahmedabad,Street Food,,76.0,0.0,0.0,,,3.8,79.8,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,,,
111922,2024-03-24,13:42:00,28,Cancelled,UPI,199.0,GARIMA PATEL,Jaipur,955.0,Golden Corner,Mumbai,Sushi,,340.0,49.0,0.0,,,17.0,406.0,,,,,,35.7,0.4,Clear
111923,2024-10-29,12:59:00,31,Cancelled,Debit Card,3599.0,Pahal Toor,Chennai,591.0,Grand Point,Kochi,Fast Food,,342.0,20.0,0.0,,,17.1,379.1,,,,,,29.5,62.4,Humid
111924,2024-12-12,17:02:00,29,Delivered,UPI,8774.0,Tristan Brahmbhatt,Bengaluru,843.0,Spicy Kitchen,Kolkata,Pizza,,530.0,49.0,159.0,ZOMNCL6T,Payday Delight,26.5,446.5,4.0,3.0,5.0,Packaging was excellent and food was hot.,Positive,11.7,0.0,Cloudy
111924,2024-12-12,17:02:00,29,Delivered,UPI,8774.0,Tristan Brahmbhatt,Bengaluru,843.0,Spicy Kitchen,Kolkata,Pizza,,530.0,49.0,159.0,ZOMNCL6T,Payday Delight,26.5,446.5,4.0,3.0,5.0,Packaging was excellent and food was hot.,Positive,20.5,0.0,Cloudy
111924,2024-12-12,17:02:00,29,Delivered,UPI,8774.0,Tristan Brahmbhatt,Bengaluru,843.0,Spicy Kitchen,Kolkata,Pizza,,530.0,49.0,159.0,ZOMNCL6T,Payday Delight,26.5,446.5,4.0,3.0,5.0,Packaging was excellent and food was hot.,Positive,16.1,0.7,Clear
111925,2023-01-02,21:16:00,37,Delivered,Debit Card,1932.0,Ayushman Chander,Mumbai,501.0,Golden Treats,Raipur,BBQ,,291.0,25.0,58.2,ZOMTS3XV,Great Indian Food Fest,14.55,272.35,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,18.0,0.0,Clear
111925,2023-01-02,21:16:00,37,Delivered,Debit Card,1932.0,Ayushman Chander,Mumbai,501.0,Golden Treats,Raipur,BBQ,,291.0,25.0,58.2,ZOMTS3XV,Great Indian Food Fest,14.55,272.35,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,18.9,2.1,Humid
111926,2023-03-19,14:40:00,33,Cancelled,Net Banking,5982.0,Sai Puri,Bhopal,497.0,Urban Diner,Coimbatore,Biryani,,212.0,49.0,0.0,,,10.6,,,,,,,,,
111927,2024-07-13,22:50:00,17,Delivered,Net Banking,458.0,Bhavani Baria,Surat,557.0,Curry Point,Mumbai,Street Food,,652.0,30.0,0.0,,,32.6,714.6,4.0,4.0,5.0,Delivery partner was very polite.,Positive,29.7,124.5,Clear
111927,2024-07-13,22:50:00,17,Delivered,Net Banking,458.0,Bhavani Baria,Surat,557.0,Curry Point,Mumbai,Street Food,,652.0,30.0,0.0,,,32.6,714.6,4.0,4.0,5.0,Delivery partner was very polite.,Positive,27.1,80.8,Humid
111928,2024-01-01,19:35:00,23,Food Not Delivered,Debit Card,1628.0,Manan Madan,Coimbatore,1126.0,Royal Kitchen,Visakhapatnam,Burgers,,60.0,49.0,0.0,,,3.0,112.0,3.0,3.0,2.0,,Neutral,18.8,11.3,Humid
111929,2024-12-05,21:51:00,8,Delivered,Credit Card,8831.0,Mohammed Boase,Ludhiana,949.0,Urban Kitchen,Kochi,Burgers,,413.0,40.0,0.0,,,20.65,473.65,2.0,3.0,3.0,Wrong item delivered.,Negative,22.7,0.0,Clear
111930,2024-07-15,12:53:00,33,Food Not Delivered,UPI,4111.0,Abhimanyu Kara,Visakhapatnam,1026.0,the diner,Pune,Thai,,490.0,0.0,196.0,ZOM36WMG,Late Night Cravings,24.5,318.5,3.0,4.0,4.0,Average experience.,Neutral,26.1,64.9,Clear
111930,2024-07-15,12:53:00,33,Food Not Delivered,UPI,4111.0,Abhimanyu Kara,Visakhapatnam,1026.0,the diner,Pune,Thai,,490.0,0.0,196.0,ZOM36WMG,Late Night Cravings,24.5,318.5,3.0,4.0,4.0,Average experience.,Neutral,27.6,269.5,Rainy
111931,2023-04-14,14:46:00,27,Delivered,Net Banking,11288.0,Odika Kota,Lucknow,69.0,Spicy Kitchen,Vadodara,Fast Food,,627.0,49.0,0.0,,,31.35,707.35,3.0,2.0,2.0,,Neutral,33.8,5.8,Clear
111931,2023-04-14,14:46:00,27,Delivered,Net Banking,11288.0,Odika Kota,Lucknow,69.0,Spicy Kitchen,Vadodara,Fast Food,,627.0,49.0,0.0,,,31.35,707.35,3.0,2.0,2.0,,Neutral,30.7,0.0,Clear
111932,2024-12-07,17:25:00,46,Cancelled,Cash on Delivery,4054.0,Hitesh Nigam,Visakhapatnam,1050.0,Tasty Corner,Chandigarh,Mexican,,308.0,40.0,123.2,ZOMNGA1X,App Exclusive Deal,15.4,240.2,,,,,,,,
111933,2024-07-11,11:01:00,67,Delivered Late,UPI,10309.0,Daksh Butala,Chennai,,,,,,95.0,20.0,47.5,ZOMS8P21,App Exclusive Deal,4.75,72.25,3.0,4.0,3.0,"Food was okay, nothing special.",Neutral,,,
111934,2024-05-01,07:45:00,36,Food Not Delivered,Cash on Delivery,1348.0,Rohan Naidu,Nashik,844.0,Spicy Hub,Coimbatore,Pizza,,60.0,20.0,0.0,,,3.0,83.0,3.0,3.0,4.0,,Neutral,35.6,15.9,Humid
111935,2024-07-01,08:59:00,40,Cancelled,Net Banking,1496.0,Radhika Dhaliwal,Patna,,,,,,225.0,40.0,67.5,ZOMMGPV6,Festive Feast,11.25,208.75,,,,,,,,
111936,2023-07-07,19:41:00,39,Delivered,Cash on Delivery,8327.0,Hiral Singh,Hyderabad,784.0,Royal Kitchen,Ahmedabad,Mexican,,375.0,49.0,0.0,,,18.75,442.75,2.0,2.0,1.0,Order was incomplete.,Negative,31.5,76.9,Rainy
111936,2023-07-07,19:41:00,39,Delivered,Cash on Delivery,8327.0,Hiral Singh,Hyderabad,784.0,Royal Kitchen,Ahmedabad,Mexican,,375.0,49.0,0.0,,,18.75,442.75,2.0,2.0,1.0,Order was incomplete.,Negative,22.5,80.1,Clear
111937,2023-03-15,08:35:00,42,Delivered,Credit Card,750.0,Nidra Sani,Raipur,670.0,Green Corner,Chennai,South Indian,,519.0,49.0,0.0,,,25.95,593.95,,4.0,5.0,Best biryani in town!,Positive,,,
111938,2024-03-03,11:46:00,38,Cancelled,Cash on Delivery,5514.0,Qabil Banerjee,Mumbai,44.0,Royal Grill,Chandigarh,Bakery,,478.0,40.0,0.0,,,23.9,541.9,,,,,,36.8,29.0,Foggy
111938,2024-03-03,11:46:00,38,Cancelled,Cash on Delivery,5514.0,Qabil Banerjee,Mumbai,44.0,Royal Grill,Chandigarh,Bakery,,478.0,40.0,0.0,,,23.9,541.9,,,,,,37.0,10.6,Cloudy
111938,2024-03-03,11:46:00,38,Cancelled,Cash on Delivery,5514.0,Qabil Banerjee,Mumbai,44.0,Royal Grill,Chandigarh,Bakery,,478.0,40.0,0.0,,,23.9,541.9,,,,,,29.6,6.9,Clear
111938,2024-03-03,11:46:00,38,Cancelled,Cash on Delivery,5514.0,Qabil Banerjee,Mumbai,44.0,Royal Grill,Chandigarh,Bakery,,478.0,40.0,0.0,,,23.9,541.9,,,,,,29.2,4.1,Humid
111939,2023-08-22,12:40:00,45,Food Not Delivered,Credit Card,8649.0,Pavani Sem,Mumbai,517.0,Green Corner,Hyderabad,Fast Food,,383.0,20.0,0.0,,,19.15,422.15,4.0,4.0,5.0,"Loved the taste, will order again.",Positive,,,
111940,2024-12-14,19:57:00,58,Delivered Late,Cash on Delivery,5603.0,Anika Chowdhury,Indore,733.0,Golden Grill,Raipur,Thai,,497.0,25.0,0.0,,,24.85,546.85,3.0,3.0,4.0,Delivery was on time but food was mediocre.,Neutral,20.1,0.8,Clear
111940,2024-12-14,19:57:00,58,Delivered Late,Cash on Delivery,5603.0,Anika Chowdhury,Indore,733.0,Golden Grill,Raipur,Thai,,497.0,25.0,0.0,,,24.85,546.85,3.0,3.0,4.0,Delivery was on time but food was mediocre.,Neutral,15.1,0.3,Clear
111941,2024-06-16,18:43:00,23,Cancelled,UPI,10128.0,Chavvi Hayre,Raipur,585.0,Tasty Cafe,Ahmedabad,Biryani,,365.0,49.0,182.5,ZOMMU60P,Payday Delight,18.25,249.75,,,,,,,,
111942,2023-12-18,07:22:00,18,Delivered,UPI,9685.0,Anirudh Parsa,Kolkata,540.0,Grand House,Coimbatore,North Indian,,395.0,49.0,0.0,,,19.75,463.75,3.0,3.0,2.0,"Food was okay, nothing special.",Neutral,19.9,0.0,Rainy
111943,2024-09-08,12:37:00,49,Delivered,Credit Card,10482.0,Gaurika Nadig,Pune,919.0,Urban Treats,Jaipur,Pizza,,376.0,20.0,112.8,ZOM1UAHF,New User Special,18.8,302.0,5.0,5.0,5.0,Best biryani in town!,Positive,,,
111944,2023-09-21,20:10:00,32,Food Not Delivered,Net Banking,2414.0,Alexander D’Alia,Hyderabad,767.0,Green Corner,Indore,Sushi,,565.0,40.0,282.5,ZOM2UBVJ,Mega Cashback Week,28.25,350.75,5.0,4.0,5.0,Best biryani in town!,Positive,23.8,8.4,Foggy
111945,2023-07-11,17:08:00,33,Food Not Delivered,UPI,6299.0,Lopa Kumer,Patna,712.0,Blue Diner,Visakhapatnam,Bakery,,330.0,49.0,0.0,,,16.5,395.5,,,,,,25.9,174.2,Clear
111946,2023-07-03,10:08:00,40,Delivered,UPI,512.0,Faras Borde,Indore,267.0,Green Cafe,Nashik,Desserts,,283.0,25.0,56.6,ZOMLJCNH,Weekend Bonanza,14.15,265.55,5.0,4.0,5.0,Great food and fast delivery!,Positive,,,
111947,2024-01-18,17:11:00,36,Delivered,UPI,31.0,Radhika Goda,Ahmedabad,298.0,Tasty Diner,Bengaluru,Fast Food,,253.0,49.0,0.0,,,12.65,314.65,4.0,5.0,5.0,Great food and fast delivery!,Positive,11.2,10.2,Foggy
111948,2023-11-16,20:51:00,45,Food Not Delivered,Credit Card,7647.0,Hemangini Chopra,Kolkata,280.0,The Grill,Bhubaneswar,North Indian,,333.0,49.0,0.0,,,16.65,398.65,3.0,3.0,4.0,,Neutral,29.3,2.6,Foggy
111949,2023-02-17,20:29:00,13,Delivered,Net Banking,2205.0,Krisha Merchant,Bhopal,8.0,Green Diner,Mumbai,Desserts,,368.0,49.0,0.0,,,18.4,435.4,3.0,2.0,4.0,Delivery was on time but food was mediocre.,Neutral,15.4,10.2,Foggy
111949,2023-02-17,20:29:00,13,Delivered,Net Banking,2205.0,Krisha Merchant,Bhopal,8.0,Green Diner,Mumbai,Desserts,,368.0,49.0,0.0,,,18.4,435.4,3.0,2.0,4.0,Delivery was on time but food was mediocre.,Neutral,19.5,3.0,Clear
111950,2023-12-12,15:15:00,35,Cancelled,Wallet,2371.0,Anthony Srinivas,Vadodara,1164.0,The Point,Bhubaneswar,Italian,,215.0,20.0,0.0,,,10.75,245.75,,,,,,,,
111951,2023-06-27,17:48:00,58,Delivered Late,Debit Card,7016.0,Harish Nayar,Visakhapatnam,786.0,The Hub,Mumbai,Mughlai,,567.0,40.0,0.0,,,28.35,635.35,4.0,5.0,4.0,Best biryani in town!,Positive,,,
111952,2023-10-23,02:37:00,21,Delivered,Net Banking,8865.0,Yoshita Soman,Ludhiana,617.0,Spicy Corner,Mumbai,Italian,,463.0,0.0,0.0,,,23.15,486.15,1.0,2.0,2.0,Delivery took way too long.,Negative,24.0,0.0,Rainy
111952,2023-10-23,02:37:00,21,Delivered,Net Banking,8865.0,Yoshita Soman,Ludhiana,617.0,Spicy Corner,Mumbai,Italian,,463.0,0.0,0.0,,,23.15,486.15,1.0,2.0,2.0,Delivery took way too long.,Negative,29.3,24.9,Foggy
111952,2023-10-23,02:37:00,21,Delivered,Net Banking,8865.0,Yoshita Soman,Ludhiana,617.0,Spicy Corner,Mumbai,Italian,,463.0,0.0,0.0,,,23.15,486.15,1.0,2.0,2.0,Delivery took way too long.,Negative,18.9,19.8,Cloudy
111952,2023-10-23,02:37:00,21,Delivered,Net Banking,8865.0,Yoshita Soman,Ludhiana,617.0,Spicy Corner,Mumbai,Italian,,463.0,0.0,0.0,,,23.15,486.15,1.0,2.0,2.0,Delivery took way too long.,Negative,18.8,3.5,Clear
111953,2024-02-24,18:01:00,37,Cancelled,Debit Card,4602.0,Kamya Gade,Lucknow,819.0,Urban Diner,Bhubaneswar,BBQ,,262.0,30.0,0.0,,,13.1,305.1,,,,,,11.1,0.7,Humid
111953,2024-02-24,18:01:00,37,Cancelled,Debit Card,4602.0,Kamya Gade,Lucknow,819.0,Urban Diner,Bhubaneswar,BBQ,,262.0,30.0,0.0,,,13.1,305.1,,,,,,20.1,15.8,Rainy
111953,2024-02-24,18:01:00,37,Cancelled,Debit Card,4602.0,Kamya Gade,Lucknow,819.0,Urban Diner,Bhubaneswar,BBQ,,262.0,30.0,0.0,,,13.1,305.1,,,,,,18.6,8.6,Clear
111953,2024-02-24,18:01:00,37,Cancelled,Debit Card,4602.0,Kamya Gade,Lucknow,819.0,Urban Diner,Bhubaneswar,BBQ,,262.0,30.0,0.0,,,13.1,305.1,,,,,,16.8,20.0,Cloudy
111954,2024-05-03,12:39:00,23,Food Not Delivered,Debit Card,8589.0,Bhanumati Loyal,Nashik,706.0,SPICY CORNER,Kochi,Mexican,,422.0,40.0,168.8,ZOM2UW7K,Republic Day Offer,21.1,314.3,,5.0,4.0,Great food and fast delivery!,Positive,58.9,9.1,Clear
111955,2024-05-12,20:16:00,37,Cancelled,Net Banking,8228.0,Varsha Pandya,Lucknow,695.0,Spicy Bites,Kolkata,Fast Food,,534.0,25.0,267.0,ZOMAH73E,Weekend Bonanza,26.7,318.7,,,,,,27.2,28.6,Rainy
111956,2024-05-14,17:37:00,45,Cancelled,Credit Card,2693.0,Maanav Dyal,Indore,724.0,Golden Diner,Mumbai,BBQ,,141.0,20.0,0.0,,,7.05,168.05,,,,,,36.4,22.7,Clear
111956,2024-05-14,17:37:00,45,Cancelled,Credit Card,2693.0,Maanav Dyal,Indore,724.0,Golden Diner,Mumbai,BBQ,,141.0,20.0,0.0,,,7.05,168.05,,,,,,31.0,0.0,Clear
111957,2023-06-14,07:32:00,50,Food Not Delivered,UPI,8662.0,Utkarsh Bora,Bhopal,1101.0,Green Diner,Bhopal,Thai,,141.0,30.0,0.0,,,7.05,178.05,1.0,2.0,1.0,Delivery took way too long.,Negative,,,
111958,2024-05-10,15:11:00,39,Cancelled,Credit Card,11785.0,Banjeet Oak,Jaipur,795.0,Curry Point,Guwahati,Italian,,288.0,49.0,0.0,,,14.4,351.4,,,,,,,,
111959,2024-07-05,12:37:00,75,Delivered Late,Debit Card,1658.0,Ansh Gola,Chennai,,,,,,497.0,49.0,0.0,,,24.85,570.85,4.0,3.0,4.0,Amazing experience overall.,Positive,,,
111960,2024-03-19,23:57:00,66,Delivered Late,Cash on Delivery,5261.0,Nidra Majumdar,Visakhapatnam,925.0,Curry Hub,Visakhapatnam,Continental,,284.0,40.0,85.2,ZOM4QNB2,Summer Splash,14.2,253.0,4.0,4.0,3.0,Great food and fast delivery!,Positive,29.4,0.7,Cloudy
111961,2023-09-29,17:25:00,66,Delivered Late,Credit Card,10190.0,Nathan Kurian,Vadodara,732.0,Spicy House,Delhi,BBQ,,235.0,40.0,0.0,,,11.75,286.75,4.0,3.0,5.0,"Loved the taste, will order again.",Positive,,,
111962,2024-10-21,20:04:00,40,Cancelled,Debit Card,3810.0,Barkha Prashad,Guwahati,885.0,Curry Point,Ludhiana,BBQ,,420.0,20.0,0.0,,,21.0,461.0,,,,,,19.2,0.3,Clear
111963,2024-04-04,13:28:00,39,Cancelled,Cash on Delivery,8769.0,Matthew Chandra,Baroda,1194.0,CURRY KITCHEN,Visakhapatnam,Burgers,,199.0,0.0,39.8,ZOMMUY0F,First Order Free Delivery,9.95,169.15,,,,,,,,
111964,2024-12-31,10:36:00,38,Delivered,Wallet,7787.0,Dhruv Dalal,Bhopal,492.0,Grand Cafe,Chennai,Continental,,590.0,30.0,88.5,ZOM92JB0,Summer Splash,29.5,561.0,5.0,5.0,5.0,Best biryani in town!,Positive,15.2,1.4,Humid
111965,2023-01-09,06:04:00,25,Delivered,Cash on Delivery,9052.0,Raksha Desai,Nagpur,1191.0,Blue House,Kochi,Biryani,,347.0,0.0,52.05,ZOMKHWCU,Republic Day Offer,17.35,312.3,4.0,4.0,4.0,Great food and fast delivery!,Positive,23.4,0.0,Clear
111966,2024-03-13,19:38:00,47,Delivered Late,Cash on Delivery,8924.0,Kabir Thakkar,Guwahati,448.0,Urban Point,Surat,North Indian,,498.0,30.0,0.0,,,24.9,552.9,2.0,3.0,3.0,Delivery took way too long.,Negative,34.8,1.9,Clear
111967,2023-04-20,02:07:00,43,Cancelled,Cash on Delivery,3106.0,Harshil Bhalla,Patna,219.0,The Bites,Chandigarh,Seafood,,98.0,30.0,29.4,ZOMLGCHU,Mega Cashback Week,4.9,103.5,,,,,,,,
111968,2023-10-04,21:28:00,31,Cancelled,Credit Card,6104.0,Samaksh Raman,Bhubaneswar,233.0,Grand Hub,Bhubaneswar,Thai,,599.0,49.0,0.0,,,29.95,677.95,,,,,,20.1,0.0,Foggy
111968,2023-10-04,21:28:00,31,Cancelled,Credit Card,6104.0,Samaksh Raman,Bhubaneswar,233.0,Grand Hub,Bhubaneswar,Thai,,599.0,49.0,0.0,,,29.95,677.95,,,,,,33.6,21.8,Clear
111969,2024-03-12,20:39:00,29,Delivered,Debit Card,4834.0,Nitesh Shukla,Lucknow,288.0,Golden Corner,Kolkata,Mughlai,,406.0,25.0,0.0,,,20.3,451.3,2.0,3.0,3.0,Wrong item delivered.,Negative,14.2,3.7,Humid
111969,2024-03-12,20:39:00,29,Delivered,Debit Card,4834.0,Nitesh Shukla,Lucknow,288.0,Golden Corner,Kolkata,Mughlai,,406.0,25.0,0.0,,,20.3,451.3,2.0,3.0,3.0,Wrong item delivered.,Negative,30.5,2.5,Cloudy
111970,2024-10-07,19:23:00,74,Delivered Late,Credit Card,3799.0,AGASTYA CHAUDRY,Nagpur,1078.0,Green House,Chennai,Thai,,235.0,0.0,0.0,,,11.75,246.75,5.0,5.0,4.0,Best biryani in town!,Positive,,,
111971,2023-03-04,17:46:00,17,Delivered,Debit Card,9347.0,Chakrika Sibal,Raipur,216.0,Green Kitchen,Indore,Street Food,,199.0,40.0,0.0,,,9.95,248.95,2.0,3.0,1.0,Quality was not up to the mark.,Negative,,,
111972,2023-09-23,14:33:00,21,Delivered,Wallet,2823.0,David Sandhu,Surat,233.0,Grand Hub,Bhubaneswar,Thai,,279.0,20.0,83.7,ZOM49WHX,First Order Free Delivery,13.95,229.25,2.0,3.0,1.0,Wrong item delivered.,Negative,32.1,59.5,Clear
111973,2024-09-10,06:16:00,25,Delivered,Cash on Delivery,2816.0, Jack Chahal  ,Raipur,1060.0,Urban House,Bengaluru,Chinese,,575.0,40.0,172.5,ZOMMNANR,Payday Delight,28.75,,,,,,,30.9,17.1,Cloudy
111974,2023-09-22,11:55:00,32,Delivered,Credit Card,10372.0,Om Butala,Guwahati,32.0,Urban Bites,Chennai,Pizza,,498.0,20.0,0.0,,,24.9,542.9,5.0,5.0,4.0,Delivery partner was very polite.,Positive,,,
111975,2023-01-19,20:07:00,60,Delivered Late,Credit Card,1131.0,Mohammed Kota,Chennai,145.0,Blue Grill,Mumbai,Italian,,401.0,25.0,0.0,,,20.05,446.05,,,,,,,,
111976,2024-09-08,23:40:00,52,Cancelled,UPI,5747.0,Aarna Deshpande,Kochi,1138.0,The Corner,Chennai,North Indian,,385.0,49.0,96.25,ZOMFCC3Y,Mega Cashback Week,19.25,357.0,,,,,,30.3,368.2,Cloudy
111976,2024-09-08,23:40:00,52,Cancelled,UPI,5747.0,Aarna Deshpande,Kochi,1138.0,The Corner,Chennai,North Indian,,385.0,49.0,96.25,ZOMFCC3Y,Mega Cashback Week,19.25,357.0,,,,,,28.8,0.0,Cloudy
111977,2023-01-13,16:29:00,8,Cancelled,Debit Card,10969.0,Ekaja Buch,Delhi,302.0,Grand Kitchen,Nashik,Healthy Food,,411.0,30.0,0.0,,,20.55,461.55,,,,,,,,
