"orderid","orderdate","ordertime","deliverytimeminutes","orderstatus","paymentmethod","customerid","customer_name","customer_city","restaurantid","restaurant_name","restaurant_city","cuisine","orderitemid","fooditemid","foodname","food_category","quantity","unitprice","item_total_price","foodcost","deliveryfee","discount","couponcode","campaignname","gst","order_final_amount","customerrating","deliveryrating","foodrating","review","sentiment","temperature","rainfall","weathercondition"
113274,"2023-11-09","21:26:00",27,"Delivered","Credit Card",6250,"Samuel Pai","Bhopal",1198,"Green Hub","Bhubaneswar","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.00,40.00,37.35,"ZOMJ4VSP","Republic Day Offer",12.45,264.10,3,2,4,"Food was okay, nothing special.","Neutral",25.30,2.90,"Cloudy"
113274,"2023-11-09","21:26:00",27,"Delivered","Credit Card",6250,"Samuel Pai","Bhopal",1198,"Green Hub","Bhubaneswar","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.00,40.00,37.35,"ZOMJ4VSP","Republic Day Offer",12.45,264.10,3,2,4,"Food was okay, nothing special.","Neutral",25.90,0.00,"Rainy"
113274,"2023-11-09","21:26:00",27,"Delivered","Credit Card",6250,"Samuel Pai","Bhopal",1198,"Green Hub","Bhubaneswar","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.00,40.00,37.35,"ZOMJ4VSP","Republic Day Offer",12.45,264.10,3,2,4,"Food was okay, nothing special.","Neutral",25.30,0.00,"Humid"
113275,"2023-11-03","22:29:00",42,"Delivered","Credit Card",5953,"Mason Dhar","Coimbatore",350,"Green Treats","Lucknow","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,749.00,40.00,0.00,NULL,NULL,37.45,826.45,2,1,2,"Order was incomplete.","Negative",NULL,NULL,NULL
113276,"2023-02-06","14:36:00",38,"Delivered","Credit Card",2036,"Nidra Balasubramanian","Kochi",524,"Green Point","Chennai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,363.00,40.00,0.00,NULL,NULL,18.15,421.15,NULL,NULL,NULL,NULL,NULL,17.40,0.00,"Foggy"
113276,"2023-02-06","14:36:00",38,"Delivered","Credit Card",2036,"Nidra Balasubramanian","Kochi",524,"Green Point","Chennai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,363.00,40.00,0.00,NULL,NULL,18.15,421.15,NULL,NULL,NULL,NULL,NULL,22.00,NULL,"Clear"
113276,"2023-02-06","14:36:00",38,"Delivered","Credit Card",2036,"Nidra Balasubramanian","Kochi",524,"Green Point","Chennai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,363.00,40.00,0.00,NULL,NULL,18.15,421.15,NULL,NULL,NULL,NULL,NULL,16.70,4.60,"Clear"
113277,"2023-10-24","06:25:00",30,"Cancelled","Debit Card",2120,"Joshua Bains","Lucknow",44,"Royal Grill","Chandigarh","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,25.00,0.00,NULL,NULL,19.15,427.15,NULL,NULL,NULL,NULL,NULL,30.30,18.20,"Clear"
113277,"2023-10-24","06:25:00",30,"Cancelled","Debit Card",2120,"Joshua Bains","Lucknow",44,"Royal Grill","Chandigarh","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,25.00,0.00,NULL,NULL,19.15,427.15,NULL,NULL,NULL,NULL,NULL,25.40,81.10,"Clear"
113277,"2023-10-24","06:25:00",30,"Cancelled","Debit Card",2120,"Joshua Bains","Lucknow",44,"Royal Grill","Chandigarh","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,25.00,0.00,NULL,NULL,19.15,427.15,NULL,NULL,NULL,NULL,NULL,22.30,14.10,"Clear"
113278,"2023-11-25","03:04:00",54,"Delivered","Net Banking",11676,"Odika Sahni","Ahmedabad",534,"Green Point","Lucknow","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.00,49.00,151.50,"ZOM1VLFS","Republic Day Offer",15.15,215.65,5,5,5,"Best biryani in town!","Positive",32.50,77.60,"Cloudy"
113278,"2023-11-25","03:04:00",54,"Delivered","Net Banking",11676,"Odika Sahni","Ahmedabad",534,"Green Point","Lucknow","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.00,49.00,151.50,"ZOM1VLFS","Republic Day Offer",15.15,215.65,5,5,5,"Best biryani in town!","Positive",32.90,24.60,"Foggy"
113279,"2024-01-12","07:16:00",62,"Delivered Late","Net Banking",9758,"Bhanumati Memon","Lucknow",191,"Curry Treats","Vadodara","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,326.00,0.00,0.00,NULL,NULL,16.30,342.30,3,2,4,"Food was okay, nothing special.","Neutral",NULL,NULL,NULL
113280,"2023-06-16","14:55:00",35,"Cancelled","Credit Card",5298,"Brijesh Srinivas","Patna",878,"Grand Bites","Lucknow","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,430.00,20.00,172.00,"ZOMNGA1X","App Exclusive Deal",21.50,299.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113281,"2023-09-29","20:06:00",50,"Cancelled","Net Banking",11597,"Warhi Taneja","Hyderabad",182,"Urban Treats","Hyderabad","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,278.00,20.00,0.00,NULL,NULL,13.90,311.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113282,"2023-01-05","20:56:00",53,"Delivered Late","Wallet",6778,"George Mukhopadhyay","Jaipur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103.00,25.00,20.60,"ZOM2J7DX","First Order Free Delivery",5.15,112.55,5,5,5,"Amazing experience overall.","Positive",NULL,NULL,NULL
113283,"2024-02-07","19:17:00",23,"Cancelled","UPI",7234,"Maya Sathe","Surat",410,"The Treats","Bengaluru","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,49.00,0.00,NULL,NULL,16.75,400.75,NULL,NULL,NULL,NULL,NULL,57.40,1.40,"Stormy"
113283,"2024-02-07","19:17:00",23,"Cancelled","UPI",7234,"Maya Sathe","Surat",410,"The Treats","Bengaluru","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,49.00,0.00,NULL,NULL,16.75,400.75,NULL,NULL,NULL,NULL,NULL,18.30,0.00,"Cloudy"
113284,"2023-01-20","19:05:00",13,"Delivered","Wallet",7647,"Hemangini Chopra","Kolkata",506,"The Treats","Chennai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,440.00,49.00,0.00,NULL,NULL,22.00,511.00,2,2,2,"Order was incomplete.","Negative",16.60,0.30,"Rainy"
113284,"2023-01-20","19:05:00",13,"Delivered","Wallet",7647,"Hemangini Chopra","Kolkata",506,"The Treats","Chennai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,440.00,49.00,0.00,NULL,NULL,22.00,511.00,2,2,2,"Order was incomplete.","Negative",18.40,0.00,"Clear"
113285,"2024-01-31","19:42:00",17,"Delivered","Wallet",4357,"Gavin Bali","Guwahati",625,"Grand Bites","Ahmedabad","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.00,30.00,0.00,NULL,NULL,3.00,93.00,3,3,4,"Delivery was on time but food was mediocre.","Neutral",NULL,NULL,NULL
113286,"2024-08-14","09:30:00",22,"Delivered","Debit Card",6007,"Watika Edwin","Nashik",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380.00,20.00,0.00,NULL,NULL,19.00,419.00,3,3,4,"Average experience.","Neutral",NULL,NULL,NULL
113287,"2024-04-24","12:01:00",37,"Delivered","Wallet",1947,"Nisha Mall","Patna",1071,"The Grill","Bhubaneswar","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,380.00,25.00,0.00,NULL,NULL,19.00,424.00,5,5,4,"Best biryani in town!","Positive",40.50,0.20,"Clear"
113287,"2024-04-24","12:01:00",37,"Delivered","Wallet",1947,"Nisha Mall","Patna",1071,"The Grill","Bhubaneswar","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,380.00,25.00,0.00,NULL,NULL,19.00,424.00,5,5,4,"Best biryani in town!","Positive",31.30,7.80,"Clear"
113288,"2023-05-12","20:53:00",31,"Food Not Delivered","Credit Card",10051,"Amol Kar","Kolkata",739,"Green Corner","Vadodara","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,534.00,25.00,160.20,"ZOMBUZCZ","Payday Delight",26.70,425.50,3,3,2,NULL,"Neutral",24.30,1.60,"Clear"
113289,"2023-03-14","18:45:00",68,"Delivered Late","Debit Card",4312,"Oviya Narula","Nashik",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.00,0.00,0.00,NULL,NULL,4.70,98.70,4,5,3,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
113290,"2023-08-01","21:08:00",21,"Delivered","Net Banking",10119," Yash Chokshi  ","Mumbai",465,"Royal Cafe","Jaipur","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,129.00,0.00,0.00,NULL,NULL,6.45,135.45,3,4,3,NULL,"Neutral",22.30,407.60,"Clear"
113291,"2023-04-19","18:36:00",36,"Delivered","Net Banking",7947,"Henry Chakraborty","Raipur",985,"Blue Point","Lucknow","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,454.00,49.00,0.00,NULL,NULL,22.70,525.70,5,9,4,"Loved the taste, will order again.","Positive",NULL,NULL,NULL
113292,"2023-08-31","20:08:00",12,"Delivered","UPI",2785,"Timothy Shukla","Delhi",601,"Spicy Kitchen","Lucknow","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,353.00,0.00,0.00,NULL,NULL,17.65,370.65,4,3,4,"Amazing experience overall.","Positive",NULL,NULL,NULL
113293,"2023-03-16","22:30:00",36,"Cancelled","UPI",10291,"Geetika Sahota","Indore",225,"Urban House","Ludhiana","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,537.00,40.00,0.00,NULL,NULL,26.85,603.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113294,"2023-10-25","18:02:00",45,"Delivered","Credit Card",7234,"Maya Sathe","Surat",45,"Spicy Cafe","Hyderabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,643.00,0.00,0.00,NULL,NULL,32.15,675.15,5,4,5,"Delivery partner was very polite.","Positive",26.50,14.00,"Rainy"
113294,"2023-10-25","18:02:00",45,"Delivered","Credit Card",7234,"Maya Sathe","Surat",45,"Spicy Cafe","Hyderabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,643.00,0.00,0.00,NULL,NULL,32.15,675.15,5,4,5,"Delivery partner was very polite.","Positive",24.20,0.00,"Cloudy"
113295,"2024-03-17","13:48:00",29,"Delivered","Credit Card",1618,"Timothy Contractor","Patna",368,"Golden Corner","Ahmedabad","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.00,30.00,0.00,NULL,NULL,9.05,220.05,NULL,NULL,NULL,NULL,NULL,29.80,7.30,"Clear"
113296,"2024-02-17","16:25:00",24,"Food Not Delivered","Cash on Delivery",509,"Wakeeta Batta","Jaipur",704,"Urban Grill","Ludhiana","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,289.00,49.00,0.00,NULL,NULL,14.45,352.45,NULL,4,4,"Packaging was excellent and food was hot.","Positive",19.90,4.00,"Rainy"
113296,"2024-02-17","16:25:00",24,"Food Not Delivered","Cash on Delivery",509,"Wakeeta Batta","Jaipur",704,"Urban Grill","Ludhiana","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,289.00,49.00,0.00,NULL,NULL,14.45,352.45,NULL,4,4,"Packaging was excellent and food was hot.","Positive",24.30,2.00,"Clear"
113296,"2024-02-17","16:25:00",24,"Food Not Delivered","Cash on Delivery",509,"Wakeeta Batta","Jaipur",704,"Urban Grill","Ludhiana","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,289.00,49.00,0.00,NULL,NULL,14.45,352.45,NULL,4,4,"Packaging was excellent and food was hot.","Positive",15.30,NULL,"Clear"
113297,"2024-07-14","14:33:00",34,"Delivered","Wallet",9419,"Zansi Sarraf","Ludhiana",863,"Golden Hub","Surat","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,326.00,30.00,163.00,"ZOMMYSZB","Great Indian Food Fest",16.30,209.30,1,1,2,"Wrong item delivered.","Negative",27.30,0.00,"Cloudy"
113298,"2023-07-10","02:30:00",31,"Delivered","Credit Card",8791,"XALAK KUMER","Pune",454,"Golden Treats","Visakhapatnam","Chinese",NULL,NULL,NULL,NULL,NULL,NULL,NULL,132.00,30.00,0.00,NULL,NULL,6.60,168.60,1,1,2,"Order was incomplete.","Negative",NULL,NULL,NULL
113299,"2023-08-17","12:17:00",36,"Delivered","Cash on Delivery",11218,"Hemangini Bhatt","Hyderabad",512,"Royal Corner","Ahmedabad","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,323.00,40.00,0.00,NULL,NULL,16.15,379.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113300,"2023-04-09","04:13:00",35,"Cancelled","Cash on Delivery",11155,"Hredhaan Nagar","Bhubaneswar",633,"Spicy Diner","Delhi","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,248.00,20.00,0.00,NULL,NULL,12.40,280.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113301,"2024-04-16","14:10:00",43,"Delivered","UPI",9945,"Dhriti Tailor","Guwahati",120,"Grand Treats","Lucknow","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,458.00,20.00,0.00,NULL,NULL,22.90,500.90,5,5,5,"Best biryani in town!","Positive",NULL,NULL,NULL
113302,"2023-06-12","19:20:00",17,"Delivered","Debit Card",1598,"SIDDHARTH BUCH","Patna",340,"Green Diner","Chandigarh","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,484.00,20.00,0.00,NULL,NULL,24.20,528.20,2,2,3,"Very disappointed with the service.","Negative",NULL,NULL,NULL
113303,"2024-11-26","11:37:00",29,"Delivered","UPI",3882,"Aadhya Dutt","Guwahati",73,"The Corner","Kochi","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,301.00,0.00,0.00,NULL,NULL,15.05,316.05,5,4,4,"Amazing experience overall.","Positive",19.80,0.00,"Foggy"
113304,"2024-10-25","07:13:00",33,"Cancelled","Wallet",175,"Harsh Amble","Indore",514,"Green Point","Chennai","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,252.00,30.00,0.00,NULL,NULL,12.60,294.60,NULL,NULL,NULL,NULL,NULL,30.10,0.00,"Foggy"
113304,"2024-10-25","07:13:00",33,"Cancelled","Wallet",175,"Harsh Amble","Indore",514,"Green Point","Chennai","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,252.00,30.00,0.00,NULL,NULL,12.60,294.60,NULL,NULL,NULL,NULL,NULL,24.70,8.50,"Humid"
113304,"2024-10-25","07:13:00",33,"Cancelled","Wallet",175,"Harsh Amble","Indore",514,"Green Point","Chennai","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,252.00,30.00,0.00,NULL,NULL,12.60,294.60,NULL,NULL,NULL,NULL,NULL,33.50,11.40,"Clear"
113305,"2023-08-02","11:48:00",40,"Delivered","Net Banking",7219,"Yasti Chander","Pune",128,"Tasty Hub","Lucknow","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,293.00,25.00,0.00,NULL,NULL,14.65,332.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113306,"2023-05-23","13:31:00",29,"Cancelled","Cash on Delivery",1503,"Hredhaan Guha","Patna",63,"Blue Treats","Coimbatore","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,299.00,0.00,0.00,NULL,NULL,14.95,313.95,NULL,NULL,NULL,NULL,NULL,37.30,17.50,"Humid"
113306,"2023-05-23","13:31:00",29,"Cancelled","Cash on Delivery",1503,"Hredhaan Guha","Patna",63,"Blue Treats","Coimbatore","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,299.00,0.00,0.00,NULL,NULL,14.95,313.95,NULL,NULL,NULL,NULL,NULL,33.40,3.40,"Humid"
113306,"2023-05-23","13:31:00",29,"Cancelled","Cash on Delivery",1503,"Hredhaan Guha","Patna",63,"Blue Treats","Coimbatore","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,299.00,0.00,0.00,NULL,NULL,14.95,313.95,NULL,NULL,NULL,NULL,NULL,30.20,3.10,"Clear"
113307,"2024-05-08","14:20:00",40,"Food Not Delivered","Debit Card",10851,"Dhriti Chokshi","Mumbai",40,"The Point","Pune","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,191.00,49.00,76.40,"ZOMGCS4D","App Exclusive Deal",9.55,173.15,5,4,5,"Amazing experience overall.","Positive",36.10,20.40,"Cloudy"
113308,"2024-07-13","19:44:00",38,"Delivered","UPI",2339,"Alka Bawa","Bombay",1041,"Tasty Bites","Ahmedabad","Chinese",NULL,NULL,NULL,NULL,NULL,NULL,NULL,455.00,20.00,0.00,NULL,NULL,22.75,497.75,5,5,4,"Loved the taste, will order again.","Positive",NULL,NULL,NULL
113309,"2024-12-28","19:50:00",40,"Delivered","Net Banking",11966,"Manbir Bhatia","Surat",508,"Grand Corner","Mumbai","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,514.00,25.00,257.00,"ZOM1VLFS","Republic Day Offer",25.70,307.70,2,2,3,"Order was incomplete.","Negative",15.20,0.00,"Stormy"
113309,"2024-12-28","19:50:00",40,"Delivered","Net Banking",11966,"Manbir Bhatia","Surat",508,"Grand Corner","Mumbai","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,514.00,25.00,257.00,"ZOM1VLFS","Republic Day Offer",25.70,307.70,2,2,3,"Order was incomplete.","Negative",22.00,0.00,"Clear"
113310,"2023-04-24","17:29:00",33,"Delivered","Cash on Delivery",10917,"varsha sheth","Bhubaneswar",784,"Royal Kitchen","Ahmedabad","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,686.00,25.00,137.20,"ZOMGJACH","Republic Day Offer",34.30,608.10,4,3,5,"Loved the taste, will order again.","Positive",31.40,4.50,"Foggy"
113311,"2023-09-07","08:46:00",40,"Delivered","Credit Card",2467,"Sneha Sathe","Guwahati",853,"Grand Cafe","Bhubaneswar","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,139.00,20.00,0.00,NULL,NULL,6.95,165.95,2,3,2,"Food arrived cold and late.","Negative",27.30,60.50,"Clear"
113312,"2023-11-06","23:43:00",34,"Delivered","Net Banking",9417,"Omisha Batta","Visakhapatnam",721,"Urban Point","Delhi","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,407.00,40.00,0.00,NULL,NULL,20.35,467.35,3,4,4,"Delivery was on time but food was mediocre.","Neutral",24.90,39.40,"Rainy"
113312,"2023-11-06","23:43:00",34,"Delivered","Net Banking",9417,"Omisha Batta","Visakhapatnam",721,"Urban Point","Delhi","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,407.00,40.00,0.00,NULL,NULL,20.35,467.35,3,4,4,"Delivery was on time but food was mediocre.","Neutral",30.10,6.80,"Rainy"
113312,"2023-11-06","23:43:00",34,"Delivered","Net Banking",9417,"Omisha Batta","Visakhapatnam",721,"Urban Point","Delhi","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,407.00,40.00,0.00,NULL,NULL,20.35,467.35,3,4,4,"Delivery was on time but food was mediocre.","Neutral",24.20,134.90,"Clear"
113313,"2023-01-17","11:50:00",43,"Food Not Delivered","UPI",6641,"Unnati Jaggi","Delhi",360,"Spicy Grill","Jaipur","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,241.00,40.00,72.30,"ZOMKTGLP","Weekend Bonanza",12.05,220.75,4,4,5,"Amazing experience overall.","Positive",11.10,0.80,"Rainy"
113314,"2024-01-29","13:21:00",31,"Delivered","Cash on Delivery",2554,"Hiral Sarraf","Patna",500,"Spicy Corner","Bhubaneswar","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,346.00,20.00,0.00,NULL,NULL,17.30,383.30,2,1,1,NULL,"Negative",14.40,4.00,"Clear"
113314,"2024-01-29","13:21:00",31,"Delivered","Cash on Delivery",2554,"Hiral Sarraf","Patna",500,"Spicy Corner","Bhubaneswar","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,346.00,20.00,0.00,NULL,NULL,17.30,383.30,2,1,1,NULL,"Negative",18.80,3.10,"Humid"
113314,"2024-01-29","13:21:00",31,"Delivered","Cash on Delivery",2554,"Hiral Sarraf","Patna",500,"Spicy Corner","Bhubaneswar","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,346.00,20.00,0.00,NULL,NULL,17.30,383.30,2,1,1,NULL,"Negative",7.10,0.30,"Clear"
113315,"2024-06-05","21:46:00",29,"Delivered","Wallet",8661,"Oviya Shanker","Ahmedabad",542,"The Diner","Lucknow","Thai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,354.00,40.00,0.00,NULL,NULL,17.70,411.70,5,5,5,"Great food and fast delivery!","Positive",39.30,5.50,"Cloudy"
113316,"2023-06-15","09:54:00",41,"Cancelled","Wallet",9301,"Libni Sridhar","Mumbai",40,"The Point","Pune","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,225.00,20.00,0.00,NULL,NULL,11.25,256.25,NULL,NULL,NULL,NULL,NULL,27.10,0.00,"Rainy"
113316,"2023-06-15","09:54:00",41,"Cancelled","Wallet",9301,"Libni Sridhar","Mumbai",40,"The Point","Pune","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,225.00,20.00,0.00,NULL,NULL,11.25,256.25,NULL,NULL,NULL,NULL,NULL,27.80,12.70,"Foggy"
113317,"2024-02-29","20:40:00",60,"Delivered Late","Credit Card",6780,"Zarna Balan","Mumbai",494,"Green Corner","Mumbai","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,463.00,49.00,185.20,"ZOMDBULB","Great Indian Food Fest",23.15,349.95,1,1,1,"Very disappointed with the service.","Negative",NULL,NULL,NULL
113318,"2024-11-21","11:27:00",37,"Cancelled","Credit Card",4673,"Yagnesh Samra","Bhubaneswar",1042,"Spicy Grill","Raipur","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,652.00,0.00,0.00,NULL,NULL,32.60,684.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113319,"2023-02-02","15:06:00",36,"Delivered","Debit Card",6693,"Chaitanya Tiwari","Nashik",800,"Grand Kitchen","Chandigarh","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,387.00,25.00,0.00,NULL,NULL,19.35,431.35,4,3,4,"Loved the taste, will order again.","Positive",14.90,1.10,"Rainy"
113319,"2023-02-02","15:06:00",36,"Delivered","Debit Card",6693,"Chaitanya Tiwari","Nashik",800,"Grand Kitchen","Chandigarh","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,387.00,25.00,0.00,NULL,NULL,19.35,431.35,4,3,4,"Loved the taste, will order again.","Positive",11.30,5.20,"Cloudy"
113320,"2023-01-05","20:55:00",36,"Food Not Delivered","Credit Card",9601,"Hamsini Swamy","Coimbatore",597,"Blue Treats","Vadodara","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,408.00,40.00,163.20,"ZOM17HQ0","Summer Splash",20.40,305.20,2,3,1,"Very disappointed with the service.","Negative",19.70,2.60,"Cloudy"
113320,"2023-01-05","20:55:00",36,"Food Not Delivered","Credit Card",9601,"Hamsini Swamy","Coimbatore",597,"Blue Treats","Vadodara","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,408.00,40.00,163.20,"ZOM17HQ0","Summer Splash",20.40,305.20,2,3,1,"Very disappointed with the service.","Negative",12.40,0.00,"Cloudy"
113320,"2023-01-05","20:55:00",36,"Food Not Delivered","Credit Card",9601,"Hamsini Swamy","Coimbatore",597,"Blue Treats","Vadodara","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,408.00,40.00,163.20,"ZOM17HQ0","Summer Splash",20.40,305.20,2,3,1,"Very disappointed with the service.","Negative",30.50,0.00,"Humid"
113321,"2024-04-27","10:28:00",37,"Delivered","Cash on Delivery",6632,"Naveen Jaggi","Bhopal",205,"Urban House","Chandigarh","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.00,0.00,0.00,NULL,NULL,8.90,186.90,3,2,4,"Food was okay, nothing special.","Neutral",NULL,NULL,NULL
113322,"2024-09-05","11:07:00",58,"Delivered","UPI",5301,"Udant Chana","Delhi",1098,"spicy hub","Kochi","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,526.00,40.00,131.50,"ZOMMZ1QT","Great Indian Food Fest",26.30,460.80,4,4,4,"Loved the taste, will order again.","Positive",25.50,13.50,"Stormy"
113322,"2024-09-05","11:07:00",58,"Delivered","UPI",5301,"Udant Chana","Delhi",1098,"spicy hub","Kochi","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,526.00,40.00,131.50,"ZOMMZ1QT","Great Indian Food Fest",26.30,460.80,4,4,4,"Loved the taste, will order again.","Positive",31.70,4.40,"Humid"
113322,"2024-09-05","11:07:00",58,"Delivered","UPI",5301,"Udant Chana","Delhi",1098,"spicy hub","Kochi","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,526.00,40.00,131.50,"ZOMMZ1QT","Great Indian Food Fest",26.30,460.80,4,4,4,"Loved the taste, will order again.","Positive",27.60,0.00,"Clear"
113323,"2023-10-17","13:44:00",44,"Delivered","Credit Card",1263,"Logan Venkatesh","Surat",820,"Spicy Corner","Bhubaneswar","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,497.00,30.00,0.00,NULL,NULL,24.85,551.85,2,3,2,"Quality was not up to the mark.","Negative",34.30,52.60,"Foggy"
113323,"2023-10-17","13:44:00",44,"Delivered","Credit Card",1263,"Logan Venkatesh","Surat",820,"Spicy Corner","Bhubaneswar","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,497.00,30.00,0.00,NULL,NULL,24.85,551.85,2,3,2,"Quality was not up to the mark.","Negative",23.00,1.20,"Clear"
113324,"2024-08-01","20:35:00",42,"Delivered Late","Cash on Delivery",8228,"Varsha Pandya","Lucknow",4,"The Grill","Nashik","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,259.00,30.00,0.00,NULL,NULL,12.95,301.95,3,2,2,NULL,"Neutral",26.80,46.80,"Rainy"
113324,"2024-08-01","20:35:00",42,"Delivered Late","Cash on Delivery",8228,"Varsha Pandya","Lucknow",4,"The Grill","Nashik","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,259.00,30.00,0.00,NULL,NULL,12.95,301.95,3,2,2,NULL,"Neutral",22.00,68.60,"Clear"
113325,"2024-08-03","13:29:00",64,"Delivered Late","Debit Card",7310,"Anmol Andra","Chennai",824,"Royal Bites","Delhi","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,325.00,0.00,0.00,NULL,NULL,16.25,341.25,2,1,3,"Order was incomplete.","Negative",24.70,8.10,"Clear"
113326,"2024-01-25","11:47:00",29,"Delivered","UPI",10217,"Yamini Ghose","Bhubaneswar",1181," Golden Treats  ","Coimbatore","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,414.00,25.00,0.00,NULL,NULL,20.70,459.70,4,4,3,"Delivery partner was very polite.","Positive",19.60,20.30,"Humid"
